laptop_names,laptop_price,laptop_mrp,laptop_rating_and_review,laptop_star_rating,laptop_offers,laptop_off,processors,memory_ram,laptop_ssd,laptop_window,laptop_display,warranty,software
Lenovo V15 Series AMD Athlon Dual Core 7120U - (8 GB/512 GB SSD/Windows 11 Home) V15 Thin and Light La...,"₹27,999","₹38,000",849 Ratings&60 Reviews,4.2,"Upto₹22,000Off on Exchange",26% off,Intel Core i5 Processor (13th Gen),16 GB DDR5 RAM,512 GB SSD,Windows 11 Home Operating System,98.7 cm (38.86 cm) Display,,
Lenovo V15 Series AMD Athlon Dual Core 7120U - (8 GB/512 GB SSD/Windows 11 Home) V15 Thin and Light La...,"₹27,999","₹38,000",849 Ratings&60 Reviews,4.2,"Upto₹22,000Off on Exchange",26% off,AMD Ryzen 7 Octa Core Processor,24 GB DDR5 RAM,512 GB SSD,Windows 11 Home Operating System,39.62 cm (15.6 inch) Display,,
Lenovo V15 Series AMD Athlon Dual Core 7120U - (8 GB/512 GB SSD/Windows 11 Home) V15 Thin and Light La...,"₹27,999","₹38,000",849 Ratings&60 Reviews,4.2,"Upto₹22,000Off on Exchange",26% off,Intel Core i3 Processor (12th Gen),8 GB DDR4 RAM,512 GB SSD,Windows 11 Operating System,39.62 cm (15.6 Inch) Display,,
Lenovo V15 Series AMD Athlon Dual Core 7120U - (8 GB/512 GB SSD/Windows 11 Home) V15 Thin and Light La...,"₹27,999","₹38,000",849 Ratings&60 Reviews,4.2,"Upto₹22,000Off on Exchange",26% off,Intel Core i5 Processor (12th Gen),16 GB DDR5 RAM,512 GB SSD,Windows 11 Home Operating System,39.62 cm (15.6 inch) Display,,
Lenovo V15 Series AMD Athlon Dual Core 7120U - (8 GB/512 GB SSD/Windows 11 Home) V15 Thin and Light La...,"₹27,999","₹38,000",849 Ratings&60 Reviews,4.2,"Upto₹22,000Off on Exchange",26% off,Intel Core Ultra 5 Processor,16 GB LPDDR5X RAM,,Windows 11 Operating System,35.56 cm (14 Inch) Touchscreen Display,1Yr Warranty + 1 Yr Premium Care and 1 Yr Accidental Damage Protection,
Lenovo V15 Series AMD Athlon Dual Core 7120U - (8 GB/512 GB SSD/Windows 11 Home) V15 Thin and Light La...,"₹27,999","₹38,000",849 Ratings&60 Reviews,4.2,"Upto₹22,000Off on Exchange",26% off,Intel Core Ultra 5 Processor,16 GB LPDDR5X RAM,,Windows 11 Operating System,40.64 cm (16 inch) Display,1Yr Warranty + 1 Yr Premium Care and 1 Yr Accidental Damage Protection,
Lenovo V15 Series AMD Athlon Dual Core 7120U - (8 GB/512 GB SSD/Windows 11 Home) V15 Thin and Light La...,"₹27,999","₹38,000",849 Ratings&60 Reviews,4.2,"Upto₹22,000Off on Exchange",26% off,AMD Ryzen 7 Octa Core Processor,16 GB LPDDR5X RAM,512 GB SSD,Windows 11 Home Operating System,33.78 cm (13.3 inch) Display,1 Year Onsite Warranty,
Lenovo V15 Series AMD Athlon Dual Core 7120U - (8 GB/512 GB SSD/Windows 11 Home) V15 Thin and Light La...,"₹27,999","₹38,000",849 Ratings&60 Reviews,4.2,"Upto₹22,000Off on Exchange",26% off,AMD Ryzen 5 Quad Core Processor,8 GB LPDDR5 RAM,512 GB SSD,Windows 11 Operating System,39.62 cm (15.6 inch) Display,,
Lenovo V15 Series AMD Athlon Dual Core 7120U - (8 GB/512 GB SSD/Windows 11 Home) V15 Thin and Light La...,"₹27,999","₹38,000",849 Ratings&60 Reviews,4.2,"Upto₹22,000Off on Exchange",26% off,Apple M3 Max Processor,48 GB Unified Memory RAM,,Mac OS Operating System,40.64 cm (16 Inch) Display,,
Lenovo V15 Series AMD Athlon Dual Core 7120U - (8 GB/512 GB SSD/Windows 11 Home) V15 Thin and Light La...,"₹27,999","₹38,000",849 Ratings&60 Reviews,4.2,"Upto₹22,000Off on Exchange",26% off,Intel Core Ultra 5 Processor,16 GB LPDDR5X RAM,,Windows 11 Home Operating System,35.56 cm (14 Inch) Touchscreen Display,,
Lenovo V15 Series AMD Athlon Dual Core 7120U - (8 GB/512 GB SSD/Windows 11 Home) V15 Thin and Light La...,"₹27,999","₹38,000",849 Ratings&60 Reviews,4.2,"Upto₹22,000Off on Exchange",26% off,Intel Core Ultra 5 Processor,16 GB LPDDR5X RAM,,Windows 11 Operating System,35.56 cm (14 Inch) Display,1Yr Warranty + 1 Yr Premium Care and 1 Yr Accidental Damage Protection,
Lenovo V15 Series AMD Athlon Dual Core 7120U - (8 GB/512 GB SSD/Windows 11 Home) V15 Thin and Light La...,"₹27,999","₹38,000",849 Ratings&60 Reviews,4.2,"Upto₹22,000Off on Exchange",26% off,Intel Core i7 Processor (13th Gen),16 GB DDR5 RAM,512 GB SSD,Windows 11 Home Operating System,35.56 cm (14 Inch) Display,,
Lenovo V15 Series AMD Athlon Dual Core 7120U - (8 GB/512 GB SSD/Windows 11 Home) V15 Thin and Light La...,"₹27,999","₹38,000",849 Ratings&60 Reviews,4.2,"Upto₹22,000Off on Exchange",26% off,AMD Ryzen 3 Dual Core Processor,8 GB DDR4 RAM,512 GB SSD,Windows 11 Operating System,35.56 cm (14 inch) Display,1 Year Onsite Warranty,
Lenovo V15 Series AMD Athlon Dual Core 7120U - (8 GB/512 GB SSD/Windows 11 Home) V15 Thin and Light La...,"₹27,999","₹38,000",849 Ratings&60 Reviews,4.2,"Upto₹22,000Off on Exchange",26% off,Intel Core Ultra 7 Processor,32 GB LPDDR5X RAM,,Windows 11 Home Operating System,35.56 cm (14 Inch) Display,,"Included Software- Microsoft Office Home 2024(includes Word, Excel, PowerPoint, and OneNote) (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), McAfee+TM Premium (1 year Validity)"
Lenovo V15 Series AMD Athlon Dual Core 7120U - (8 GB/512 GB SSD/Windows 11 Home) V15 Thin and Light La...,"₹27,999","₹38,000",849 Ratings&60 Reviews,4.2,"Upto₹22,000Off on Exchange",26% off,Intel Core i5 Processor (13th Gen),16 GB LPDDR5X RAM,,Windows 11 Operating System,35.56 cm (14 inch) Display,,
Lenovo V15 Series AMD Athlon Dual Core 7120U - (8 GB/512 GB SSD/Windows 11 Home) V15 Thin and Light La...,"₹27,999","₹38,000",849 Ratings&60 Reviews,4.2,"Upto₹22,000Off on Exchange",26% off,Intel Core Ultra 9 Processor,32 GB LPDDR5X RAM,,Windows 11 Home Operating System,35.56 cm (14 Inch) Touchscreen Display,,
Lenovo V15 Series AMD Athlon Dual Core 7120U - (8 GB/512 GB SSD/Windows 11 Home) V15 Thin and Light La...,"₹27,999","₹38,000",849 Ratings&60 Reviews,4.2,"Upto₹22,000Off on Exchange",26% off,Apple M4 Max Processor,36 GB Unified Memory RAM,,Mac OS Operating System,35.56 cm (14 Inch) Display,,
Lenovo V15 Series AMD Athlon Dual Core 7120U - (8 GB/512 GB SSD/Windows 11 Home) V15 Thin and Light La...,"₹27,999","₹38,000",849 Ratings&60 Reviews,4.2,"Upto₹22,000Off on Exchange",26% off,AMD Athlon Dual Core Processor,8 GB DDR5 RAM,512 GB SSD,Windows 11 Operating System,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,
Lenovo Yoga Pro 7 3K OLED AI PC Full Metal Body Intel Core Ultra 9 285H - (32 GB/1 TB SSD/Windows 11 H...,"₹1,30,190","₹1,74,890",4 Ratings&0 Reviews,4,"Upto₹22,000Off on Exchange",25% off,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,512 GB SSD,Windows 11 Operating System,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,
Lenovo Yoga Pro 7 3K OLED AI PC Full Metal Body Intel Core Ultra 9 285H - (32 GB/1 TB SSD/Windows 11 H...,"₹1,30,190","₹1,74,890",4 Ratings&0 Reviews,4,"Upto₹22,000Off on Exchange",25% off,AMD Ryzen 5 Quad Core Processor,8 GB DDR5 RAM,512 GB SSD,Windows 11 Operating System,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,
Lenovo Yoga Pro 7 3K OLED AI PC Full Metal Body Intel Core Ultra 9 285H - (32 GB/1 TB SSD/Windows 11 H...,"₹1,30,190","₹1,74,890",4 Ratings&0 Reviews,4,"Upto₹22,000Off on Exchange",25% off,"Light weight, Portable Laptop
RAM/Storage: 8GB LPDDR4 Ram, 256GB M.2 SSD Storage",,,,,,
Lenovo Yoga Pro 7 3K OLED AI PC Full Metal Body Intel Core Ultra 9 285H - (32 GB/1 TB SSD/Windows 11 H...,"₹1,30,190","₹1,74,890",4 Ratings&0 Reviews,4,"Upto₹22,000Off on Exchange",25% off,AMD Ryzen 7 Octa Core Processor,24 GB DDR5 RAM,512 GB SSD,Windows 11 Home Operating System,39.62 cm (15.6 inch) Display,,
Lenovo Yoga Pro 7 3K OLED AI PC Full Metal Body Intel Core Ultra 9 285H - (32 GB/1 TB SSD/Windows 11 H...,"₹1,30,190","₹1,74,890",4 Ratings&0 Reviews,4,"Upto₹22,000Off on Exchange",25% off,Apple M3 Max Processor,48 GB Unified Memory RAM,,Mac OS Operating System,40.64 cm (16 Inch) Display,,
Lenovo Yoga Pro 7 3K OLED AI PC Full Metal Body Intel Core Ultra 9 285H - (32 GB/1 TB SSD/Windows 11 H...,"₹1,30,190","₹1,74,890",4 Ratings&0 Reviews,4,"Upto₹22,000Off on Exchange",25% off,Intel Core i3 Processor (13th Gen),8 GB LPDDR5 RAM,512 GB SSD,Windows 11 Operating System,35.56 cm (14 Inch) Display,,
Lenovo Yoga Pro 7 3K OLED AI PC Full Metal Body Intel Core Ultra 9 285H - (32 GB/1 TB SSD/Windows 11 H...,"₹1,30,190","₹1,74,890",4 Ratings&0 Reviews,4,"Upto₹22,000Off on Exchange",25% off,Intel Core i5 Processor (12th Gen),16 GB DDR5 RAM,512 GB SSD,Windows 11 Home Operating System,39.62 cm (15.6 inch) Display,,
Lenovo Yoga Pro 7 3K OLED AI PC Full Metal Body Intel Core Ultra 9 285H - (32 GB/1 TB SSD/Windows 11 H...,"₹1,30,190","₹1,74,890",4 Ratings&0 Reviews,4,"Upto₹22,000Off on Exchange",25% off,Intel Core Ultra 5 Processor,16 GB LPDDR5X RAM,,Windows 11 Operating System,35.56 cm (14 Inch) Touchscreen Display,1Yr Warranty + 1 Yr Premium Care and 1 Yr Accidental Damage Protection,
Lenovo Yoga Pro 7 3K OLED AI PC Full Metal Body Intel Core Ultra 9 285H - (32 GB/1 TB SSD/Windows 11 H...,"₹1,30,190","₹1,74,890",4 Ratings&0 Reviews,4,"Upto₹22,000Off on Exchange",25% off,Intel Core i3 Processor (13th Gen),16 GB LPDDR4X RAM,512 GB SSD,Windows 11 Operating System,40.64 cm (16 inch) Display,,
Lenovo Yoga Pro 7 3K OLED AI PC Full Metal Body Intel Core Ultra 9 285H - (32 GB/1 TB SSD/Windows 11 H...,"₹1,30,190","₹1,74,890",4 Ratings&0 Reviews,4,"Upto₹22,000Off on Exchange",25% off,Intel Core i5 Processor (12th Gen),12 GB DDR5 RAM,512 GB SSD,Windows 11 Operating System,39.62 cm (15.6 inch) Display,1Yr Warranty and 1 Yr Accidental Damage Protection,
Lenovo Yoga Pro 7 3K OLED AI PC Full Metal Body Intel Core Ultra 9 285H - (32 GB/1 TB SSD/Windows 11 H...,"₹1,30,190","₹1,74,890",4 Ratings&0 Reviews,4,"Upto₹22,000Off on Exchange",25% off,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,256 GB SSD,64 bit Windows 10 Operating System,35.56 cm (14 inch) Display,,
Lenovo Yoga Pro 7 3K OLED AI PC Full Metal Body Intel Core Ultra 9 285H - (32 GB/1 TB SSD/Windows 11 H...,"₹1,30,190","₹1,74,890",4 Ratings&0 Reviews,4,"Upto₹22,000Off on Exchange",25% off,AMD Ryzen 3 Quad Core Processor,16 GB LPDDR5 RAM,512 GB SSD,64 bit Windows 11 Home Operating System,39.62 cm (15.6 inch) Display,,
Lenovo Yoga Pro 7 3K OLED AI PC Full Metal Body Intel Core Ultra 9 285H - (32 GB/1 TB SSD/Windows 11 H...,"₹1,30,190","₹1,74,890",4 Ratings&0 Reviews,4,"Upto₹22,000Off on Exchange",25% off,Intel Core i5 Processor (13th Gen),16 GB DDR5 RAM,512 GB SSD,Windows 11 Home Operating System,98.7 cm (38.86 cm) Display,,
Lenovo Yoga Pro 7 3K OLED AI PC Full Metal Body Intel Core Ultra 9 285H - (32 GB/1 TB SSD/Windows 11 H...,"₹1,30,190","₹1,74,890",4 Ratings&0 Reviews,4,"Upto₹22,000Off on Exchange",25% off,Intel Core Ultra 5 Processor,16 GB LPDDR5X RAM,,Windows 11 Operating System,40.64 cm (16 inch) Display,1Yr Warranty + 1 Yr Premium Care and 1 Yr Accidental Damage Protection,
Lenovo Yoga Pro 7 3K OLED AI PC Full Metal Body Intel Core Ultra 9 285H - (32 GB/1 TB SSD/Windows 11 H...,"₹1,30,190","₹1,74,890",4 Ratings&0 Reviews,4,"Upto₹22,000Off on Exchange",25% off,Intel Core Ultra 9 Processor,16 GB DDR5 RAM,,64 bit Windows 11 Operating System,40.64 cm (16 inch) Display,2 Year On-Site Warranty,
Lenovo Yoga Pro 7 3K OLED AI PC Full Metal Body Intel Core Ultra 9 285H - (32 GB/1 TB SSD/Windows 11 H...,"₹1,30,190","₹1,74,890",4 Ratings&0 Reviews,4,"Upto₹22,000Off on Exchange",25% off,Processor: Intel i3-1215U (Base- 0.9 GHz & Turbo up to 4.40 GHz) 6 Cores,RAM & Storage: 8GB DDR4 & 512GB SSD,,,,,
Lenovo Yoga Pro 7 3K OLED AI PC Full Metal Body Intel Core Ultra 9 285H - (32 GB/1 TB SSD/Windows 11 H...,"₹1,30,190","₹1,74,890",4 Ratings&0 Reviews,4,"Upto₹22,000Off on Exchange",25% off,Intel Core Ultra 5 Processor,16 GB LPDDR5X RAM,,Windows 11 Operating System,35.56 cm (14 Inch) Display,1Yr Warranty + 1 Yr Premium Care and 1 Yr Accidental Damage Protection,
Lenovo Yoga Pro 7 3K OLED AI PC Full Metal Body Intel Core Ultra 9 285H - (32 GB/1 TB SSD/Windows 11 H...,"₹1,30,190","₹1,74,890",4 Ratings&0 Reviews,4,"Upto₹22,000Off on Exchange",25% off,Intel Core i7 Processor (13th Gen),16 GB DDR5 RAM,512 GB SSD,Windows 11 Home Operating System,35.56 cm (14 Inch) Display,,
Lenovo Yoga Pro 7 3K OLED AI PC Full Metal Body Intel Core Ultra 9 285H - (32 GB/1 TB SSD/Windows 11 H...,"₹1,30,190","₹1,74,890",4 Ratings&0 Reviews,4,"Upto₹22,000Off on Exchange",25% off,Intel Core i7 Processor (13th Gen),16 GB DDR5 RAM,512 GB SSD,Windows 11 Home Operating System,40.64 cm (16 Inch) Display,,
Lenovo Yoga Pro 7 3K OLED AI PC Full Metal Body Intel Core Ultra 9 285H - (32 GB/1 TB SSD/Windows 11 H...,"₹1,30,190","₹1,74,890",4 Ratings&0 Reviews,4,"Upto₹22,000Off on Exchange",25% off,Intel Core i5 Processor (13th Gen),16 GB DDR5 RAM,512 GB SSD,Windows 11 Home Operating System,35.56 cm (14 inch) Display,,
Lenovo Yoga Pro 7 3K OLED AI PC Full Metal Body Intel Core Ultra 9 285H - (32 GB/1 TB SSD/Windows 11 H...,"₹1,30,190","₹1,74,890",4 Ratings&0 Reviews,4,"Upto₹22,000Off on Exchange",25% off,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,256 GB SSD,Windows 11 Operating System,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,
Lenovo Yoga Pro 7 3K OLED AI PC Full Metal Body Intel Core Ultra 9 285H - (32 GB/1 TB SSD/Windows 11 H...,"₹1,30,190","₹1,74,890",4 Ratings&0 Reviews,4,"Upto₹22,000Off on Exchange",25% off,Intel Core 5 Processor,16 GB DDR4 RAM,512 GB SSD,Windows 11 Home Operating System,39.62 cm (15.6 Inch) Display,,
Lenovo Yoga Pro 7 3K OLED AI PC Full Metal Body Intel Core Ultra 9 285H - (32 GB/1 TB SSD/Windows 11 H...,"₹1,30,190","₹1,74,890",4 Ratings&0 Reviews,4,"Upto₹22,000Off on Exchange",25% off,Intel Core i5 Processor (13th Gen),16 GB LPDDR5X RAM,,Windows 11 Operating System,35.56 cm (14 inch) Display,,
Lenovo Yoga Pro 7 3K OLED AI PC Full Metal Body Intel Core Ultra 9 285H - (32 GB/1 TB SSD/Windows 11 H...,"₹1,30,190","₹1,74,890",4 Ratings&0 Reviews,4,"Upto₹22,000Off on Exchange",25% off,Intel Core Ultra 9 Processor,32 GB LPDDR5X RAM,,Windows 11 Home Operating System,35.56 cm (14 Inch) Touchscreen Display,,
Lenovo Yoga Slim 6 WUXGA OLED Intel Core i5 13th Gen 13500H - (16 GB/1 TB SSD/Windows 11 Home) 14IRH8 ...,"₹73,190","₹1,14,690",443 Ratings&49 Reviews,4.4,"Upto₹22,000Off on Exchange",36% off,Intel Core i7 Processor (13th Gen),16 GB DDR5 RAM,,Windows 11 Operating System,40.64 cm (16 Inch) Display,2 Year Onsite Warranty,
Lenovo Yoga Slim 6 WUXGA OLED Intel Core i5 13th Gen 13500H - (16 GB/1 TB SSD/Windows 11 Home) 14IRH8 ...,"₹73,190","₹1,14,690",443 Ratings&49 Reviews,4.4,"Upto₹22,000Off on Exchange",36% off,Intel Core i7 Processor (13th Gen),16 GB DDR4 RAM,512 GB SSD,Windows 11 Home Operating System,39.62 cm (15.6 Inch) Display,,
Lenovo Yoga Slim 6 WUXGA OLED Intel Core i5 13th Gen 13500H - (16 GB/1 TB SSD/Windows 11 Home) 14IRH8 ...,"₹73,190","₹1,14,690",443 Ratings&49 Reviews,4.4,"Upto₹22,000Off on Exchange",36% off,"Light weight, Portable Laptop
RAM/Storage: 8GB LPDDR4 Ram, 256GB M.2 SSD Storage",,,,,,
Lenovo Yoga Slim 6 WUXGA OLED Intel Core i5 13th Gen 13500H - (16 GB/1 TB SSD/Windows 11 Home) 14IRH8 ...,"₹73,190","₹1,14,690",443 Ratings&49 Reviews,4.4,"Upto₹22,000Off on Exchange",36% off,Intel Celeron Quad Core Processor (12th Gen),8 GB LPDDR5 RAM,256 GB SSD,64 bit Windows 11 Home Operating System,35.81 cm (14.1 inch) Display,,"WPS Office, Operating System Software"
Lenovo Yoga Slim 6 WUXGA OLED Intel Core i5 13th Gen 13500H - (16 GB/1 TB SSD/Windows 11 Home) 14IRH8 ...,"₹73,190","₹1,14,690",443 Ratings&49 Reviews,4.4,"Upto₹22,000Off on Exchange",36% off,Intel Core i5 Processor (13th Gen),16 GB DDR5 RAM,512 GB SSD,Windows 11 Home Operating System,35.56 cm (14 Inch) Display,,"Included Software- Microsoft Office Home 2024(includes Word, Excel, PowerPoint, and OneNote) (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), McAfee+TM Premium (1 year Validity)"
Lenovo Yoga Slim 6 WUXGA OLED Intel Core i5 13th Gen 13500H - (16 GB/1 TB SSD/Windows 11 Home) 14IRH8 ...,"₹73,190","₹1,14,690",443 Ratings&49 Reviews,4.4,"Upto₹22,000Off on Exchange",36% off,Intel Core i7 Processor (13th Gen),16 GB LPDDR5 RAM,,64 bit Windows 11 Home Operating System,39.62 cm (15.6 Inch) Display,1 Year Warranty,
Lenovo Yoga Slim 6 WUXGA OLED Intel Core i5 13th Gen 13500H - (16 GB/1 TB SSD/Windows 11 Home) 14IRH8 ...,"₹73,190","₹1,14,690",443 Ratings&49 Reviews,4.4,"Upto₹22,000Off on Exchange",36% off,AMD Ryzen 7 Octa Core Processor,16 GB DDR5 RAM,,Windows 11 Home Operating System,39.62 cm (15.6 inch) Display,,
Lenovo Yoga Slim 6 WUXGA OLED Intel Core i5 13th Gen 13500H - (16 GB/1 TB SSD/Windows 11 Home) 14IRH8 ...,"₹73,190","₹1,14,690",443 Ratings&49 Reviews,4.4,"Upto₹22,000Off on Exchange",36% off,Intel Core i7 Processor (13th Gen),16 GB DDR5 RAM,512 GB SSD,Windows 11 Home Operating System,35.56 cm (14 inch) Display,,
Lenovo Yoga Slim 6 WUXGA OLED Intel Core i5 13th Gen 13500H - (16 GB/1 TB SSD/Windows 11 Home) 14IRH8 ...,"₹73,190","₹1,14,690",443 Ratings&49 Reviews,4.4,"Upto₹22,000Off on Exchange",36% off,Intel Core i5 Processor (13th Gen),16 GB DDR5 RAM,512 GB SSD,Windows 11 Home Operating System,98.7 cm (38.86 cm) Display,,
Lenovo Yoga Slim 6 WUXGA OLED Intel Core i5 13th Gen 13500H - (16 GB/1 TB SSD/Windows 11 Home) 14IRH8 ...,"₹73,190","₹1,14,690",443 Ratings&49 Reviews,4.4,"Upto₹22,000Off on Exchange",36% off,AMD Ryzen 7 Octa Core Processor,24 GB DDR5 RAM,512 GB SSD,Windows 11 Home Operating System,39.62 cm (15.6 inch) Display,,
Lenovo Yoga Slim 6 WUXGA OLED Intel Core i5 13th Gen 13500H - (16 GB/1 TB SSD/Windows 11 Home) 14IRH8 ...,"₹73,190","₹1,14,690",443 Ratings&49 Reviews,4.4,"Upto₹22,000Off on Exchange",36% off,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,512 GB SSD,64 bit Windows 11 Home Operating System,35.56 cm (14 inch) Display,,
Lenovo Yoga Slim 6 WUXGA OLED Intel Core i5 13th Gen 13500H - (16 GB/1 TB SSD/Windows 11 Home) 14IRH8 ...,"₹73,190","₹1,14,690",443 Ratings&49 Reviews,4.4,"Upto₹22,000Off on Exchange",36% off,Intel Core i5 Processor (13th Gen),16 GB DDR5 RAM,512 GB SSD,Windows 11 Operating System,39.62 cm (15.6 Inch) Display,1 Year International Travelers Warranty (ITW),
Lenovo Yoga Slim 6 WUXGA OLED Intel Core i5 13th Gen 13500H - (16 GB/1 TB SSD/Windows 11 Home) 14IRH8 ...,"₹73,190","₹1,14,690",443 Ratings&49 Reviews,4.4,"Upto₹22,000Off on Exchange",36% off,Intel Core Ultra 5 Processor,16 GB LPDDR5X RAM,,Windows 11 Operating System,35.56 cm (14 Inch) Touchscreen Display,1Yr Warranty + 1 Yr Premium Care and 1 Yr Accidental Damage Protection,
Lenovo Yoga Slim 6 WUXGA OLED Intel Core i5 13th Gen 13500H - (16 GB/1 TB SSD/Windows 11 Home) 14IRH8 ...,"₹73,190","₹1,14,690",443 Ratings&49 Reviews,4.4,"Upto₹22,000Off on Exchange",36% off,Intel Core i5 Processor (12th Gen),16 GB DDR5 RAM,512 GB SSD,Windows 11 Home Operating System,39.62 cm (15.6 inch) Display,,
Lenovo Yoga Slim 6 WUXGA OLED Intel Core i5 13th Gen 13500H - (16 GB/1 TB SSD/Windows 11 Home) 14IRH8 ...,"₹73,190","₹1,14,690",443 Ratings&49 Reviews,4.4,"Upto₹22,000Off on Exchange",36% off,Intel Core i5 Processor (13th Gen),8 GB DDR4 RAM,512 GB SSD,64 bit Windows 11 Home Operating System,39.62 cm (15.6 inch) Display,,
Lenovo Yoga Slim 6 WUXGA OLED Intel Core i5 13th Gen 13500H - (16 GB/1 TB SSD/Windows 11 Home) 14IRH8 ...,"₹73,190","₹1,14,690",443 Ratings&49 Reviews,4.4,"Upto₹22,000Off on Exchange",36% off,Intel Core i7 Processor (12th Gen),8 GB DDR5 RAM,512 GB SSD,Windows 11 Operating System,39.62 cm (15.6 Inch) Display,2 Year On-Site & Carry-In Warranty,
Lenovo Yoga Slim 6 WUXGA OLED Intel Core i5 13th Gen 13500H - (16 GB/1 TB SSD/Windows 11 Home) 14IRH8 ...,"₹73,190","₹1,14,690",443 Ratings&49 Reviews,4.4,"Upto₹22,000Off on Exchange",36% off,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,512 GB SSD,Windows 11 Operating System,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,
Lenovo Yoga Slim 6 WUXGA OLED Intel Core i5 13th Gen 13500H - (16 GB/1 TB SSD/Windows 11 Home) 14IRH8 ...,"₹73,190","₹1,14,690",443 Ratings&49 Reviews,4.4,"Upto₹22,000Off on Exchange",36% off,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,512 GB SSD,Windows 11 Operating System,40.64 cm (16 inch) Display,1 Year Onsite Warranty,
Lenovo Yoga Slim 6 WUXGA OLED Intel Core i5 13th Gen 13500H - (16 GB/1 TB SSD/Windows 11 Home) 14IRH8 ...,"₹73,190","₹1,14,690",443 Ratings&49 Reviews,4.4,"Upto₹22,000Off on Exchange",36% off,Intel Core Ultra 5 Processor,16 GB LPDDR5X RAM,,Windows 11 Operating System,40.64 cm (16 inch) Display,1Yr Warranty + 1 Yr Premium Care and 1 Yr Accidental Damage Protection,
Lenovo Yoga Slim 6 WUXGA OLED Intel Core i5 13th Gen 13500H - (16 GB/1 TB SSD/Windows 11 Home) 14IRH8 ...,"₹73,190","₹1,14,690",443 Ratings&49 Reviews,4.4,"Upto₹22,000Off on Exchange",36% off,Intel Core Ultra 5 Processor,16 GB LPDDR5X RAM,,Windows 11 Operating System,35.56 cm (14 Inch) Display,1Yr Warranty + 1 Yr Premium Care and 1 Yr Accidental Damage Protection,
Lenovo Yoga Slim 6 WUXGA OLED Intel Core i5 13th Gen 13500H - (16 GB/1 TB SSD/Windows 11 Home) 14IRH8 ...,"₹73,190","₹1,14,690",443 Ratings&49 Reviews,4.4,"Upto₹22,000Off on Exchange",36% off,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,Windows 11 Operating System,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,
Lenovo Yoga Slim 6 WUXGA OLED Intel Core i5 13th Gen 13500H - (16 GB/1 TB SSD/Windows 11 Home) 14IRH8 ...,"₹73,190","₹1,14,690",443 Ratings&49 Reviews,4.4,"Upto₹22,000Off on Exchange",36% off,Intel Core i3 Processor (12th Gen),8 GB DDR4 RAM,256 GB SSD,Windows 11 Home Operating System,39.62 cm (15.6 inch) Display,1 Year Carry-in Warranty,
Lenovo Yoga Slim 6 WUXGA OLED Intel Core i5 13th Gen 13500H - (16 GB/1 TB SSD/Windows 11 Home) 14IRH8 ...,"₹73,190","₹1,14,690",443 Ratings&49 Reviews,4.4,"Upto₹22,000Off on Exchange",36% off,Intel Core i7 Processor (13th Gen),16 GB DDR5 RAM,512 GB SSD,Windows 11 Home Operating System,35.56 cm (14 Inch) Display,,
Lenovo Yoga Slim 6 WUXGA OLED Intel Core i5 13th Gen 13500H - (16 GB/1 TB SSD/Windows 11 Home) 14IRH8 ...,"₹73,190","₹1,14,690",443 Ratings&49 Reviews,4.4,"Upto₹22,000Off on Exchange",36% off,Intel Core i5 Processor (13th Gen),16 GB LPDDR5X RAM,,Windows 11 Operating System,35.56 cm (14 inch) Display,,
DELL Latitude 3440 (2025) Intel Core i3 12th Gen 1215U - (16 GB/512 GB SSD/Windows 11 Home) Latitude 3...,"₹34,400","₹62,990",46 Ratings&1 Reviews,4,"Upto₹22,000Off on Exchange",45% off,Intel Celeron Dual Core Processor,8 GB LPDDR4X RAM,,Chrome Operating System,,,
DELL Latitude 3440 (2025) Intel Core i3 12th Gen 1215U - (16 GB/512 GB SSD/Windows 11 Home) Latitude 3...,"₹34,400","₹62,990",46 Ratings&1 Reviews,4,"Upto₹22,000Off on Exchange",45% off,Intel Celeron Dual Core Processor,8 GB DDR4 RAM,256 GB SSD,64 bit Windows 11 Operating System,35.56 cm (14 Inch) Display,,
DELL Latitude 3440 (2025) Intel Core i3 12th Gen 1215U - (16 GB/512 GB SSD/Windows 11 Home) Latitude 3...,"₹34,400","₹62,990",46 Ratings&1 Reviews,4,"Upto₹22,000Off on Exchange",45% off,Apple M3 Pro Processor,18 GB Unified Memory RAM,,Mac OS Operating System,35.56 cm (14 Inch) Display,,
